name,UUID,category,cmui_swatch,in_mix_mode,in_clamp,in_invert,in_debug,in_k1_mode,in_k1_color,in_k1_hcl_offset,in_g1_interp_mode,in_g1_staircase_steps,in_g1_chroma_boost,in_g1_lightness_boost,in_k2_enabled,in_k2_position,in_k2_mode,in_k2_color,in_k2_hcl_offset,in_g2_interp_mode,in_g2_staircase_steps,in_g2_chroma_boost,in_g2_lightness_boost,in_k3_enabled,in_k3_position,in_k3_mode,in_k3_color,in_k3_hcl_offset,in_g3_interp_mode,in_g3_staircase_steps,in_g3_chroma_boost,in_g3_lightness_boost,in_k4_mode,in_k4_color,in_k4_hcl_offset
Palette - EasyMed,Palette-EasyMed,Gradient,Swatch-Torus,0,1,0,0,0,0.862745 0.890196 0.356863,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.270588 0.713726 0.286275,0.0 0.0 0.0
Palette - Ed's Sunset Gradient,Palette-Ed'sSunsetGradient,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.494118 0.372549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.996078 0.705882 0.482353,0.0 0.0 0.0
Palette - Elate The Euge,Palette-ElateTheEuge,Gradient,Swatch-Torus,0,1,0,0,0,0.545098 0.870588 0.854902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.262745 0.678431 0.815686,0.0 0.0 0.0
Palette - Electric Peacock,Palette-ElectricPeacock,Gradient,Swatch-Torus,0,1,0,0,0,0.541176 0.168627 0.886275,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.0 0.803922,0.0 0.0 0.0
Palette - Electric Violet,Palette-ElectricViolet,Gradient,Swatch-Torus,0,1,0,0,0,0.278431 0.462745 0.901961,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.556863 0.329412 0.913725,0.0 0.0 0.0
Palette - Emerald Sea,Palette-EmeraldSea,Gradient,Swatch-Torus,0,1,0,0,0,0.0196078 0.219608 0.419608,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.360784 0.858824 0.584314,0.0 0.0 0.0
Palette - Emerald Water,Palette-EmeraldWater,Gradient,Swatch-Torus,0,1,0,0,0,0.203922 0.560784 0.313726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.337255 0.705882 0.827451,0.0 0.0 0.0
Palette - Endless River,Palette-EndlessRiver,Gradient,Swatch-Torus,0,1,0,0,0,0.262745 0.807843 0.635294,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0941176 0.352941 0.615686,0.0 0.0 0.0
Palette - Evening Night,Palette-EveningNight,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.352941 0.654902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.992157 0.894118,0.0 0.0 0.0
Palette - Evening Sunshine,Palette-EveningSunshine,Gradient,Swatch-Torus,0,1,0,0,0,0.72549 0.168627 0.152941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0823529 0.396078 0.752941,0.0 0.0 0.0
Palette - Facebook Messenger,Palette-FacebookMessenger,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.776471 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.447059 1.0,0.0 0.0 0.0
Palette - Farhan,Palette-Farhan,Gradient,Swatch-Torus,0,1,0,0,0,0.580392 0.0 0.827451,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.294118 0.0 0.509804,0.0 0.0 0.0
Palette - Firewatch,Palette-Firewatch,Gradient,Swatch-Torus,0,1,0,0,0,0.796078 0.176471 0.243137,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.937255 0.278431 0.227451,0.0 0.0 0.0
Palette - Flame,Palette-Flame,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.992157 0.811765 0.345098,0.0 0.0 0.0
Palette - Flare,Palette-Flare,Gradient,Swatch-Torus,0,1,0,0,0,0.945098 0.152941 0.0666667,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.960784 0.686275 0.0980392,0.0 0.0 0.0
Palette - Flickr,Palette-Flickr,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.0 0.517647,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.2 0.0 0.105882,0.0 0.0 0.0
Palette - Flower,Palette-Flower,Gradient,Swatch-Torus,0,1,0,0,0,0.862745 1.0 0.741176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.8 0.52549 0.819608,0.0 0.0 0.0
Palette - Forest,Palette-Forest,Gradient,Swatch-Torus,0,1,0,0,0,0.352941 0.247059 0.215686,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.172549 0.466667 0.266667,0.0 0.0 0.0
Palette - Forever Lost,Palette-ForeverLost,Gradient,Swatch-Torus,0,1,0,0,0,0.364706 0.254902 0.341176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.658824 0.792157 0.729412,0.0 0.0 0.0
Palette - Fresh Turboscent,Palette-FreshTurboscent,Gradient,Swatch-Torus,0,1,0,0,0,0.945098 0.94902 0.709804,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0745098 0.313726 0.345098,0.0 0.0 0.0
Palette - Friday,Palette-Friday,Gradient,Swatch-Torus,0,1,0,0,0,0.513726 0.643137 0.831373,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.713726 0.984314 1.0,0.0 0.0 0.0
Palette - From Ice To Fire,Palette-FromIceToFire,Gradient,Swatch-Torus,0,1,0,0,0,0.447059 0.776471 0.937255,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.305882 0.560784,0.0 0.0 0.0
Palette - Frost,Palette-Frost,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.0156863 0.156863,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.305882 0.572549,0.0 0.0 0.0
Palette - Frozen,Palette-Frozen,Gradient,Swatch-Torus,0,1,0,0,0,0.25098 0.231373 0.290196,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.905882 0.913725 0.733333,0.0 0.0 0.0
Palette - Grade Grey,Palette-GradeGrey,Gradient,Swatch-Torus,0,1,0,0,0,0.741176 0.764706 0.780392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.172549 0.243137 0.313726,0.0 0.0 0.0
Palette - Grapefruit Sunset,Palette-GrapefruitSunset,Gradient,Swatch-Torus,0,1,0,0,0,0.913725 0.392157 0.262745,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.564706 0.305882 0.584314,0.0 0.0 0.0
Palette - Green Beach,Palette-GreenBeach,Gradient,Swatch-Torus,0,1,0,0,0,0.00784314 0.666667 0.690196,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.803922 0.67451,0.0 0.0 0.0
Palette - Green and Blue,Palette-GreenandBlue,Gradient,Swatch-Torus,0,1,0,0,0,0.760784 0.898039 0.611765,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.392157 0.701961 0.956863,0.0 0.0 0.0
Palette - Green to dark,Palette-Greentodark,Gradient,Swatch-Torus,0,1,0,0,0,0.415686 0.568627 0.0745098,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0784314 0.0823529 0.0901961,0.0 0.0 0.0
Palette - Haikus,Palette-Haikus,Gradient,Swatch-Torus,0,1,0,0,0,0.992157 0.454902 0.423529,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.564706 0.407843,0.0 0.0 0.0
Palette - Harmonic Energy,Palette-HarmonicEnergy,Gradient,Swatch-Torus,0,1,0,0,0,0.0862745 0.627451 0.521569,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.956863 0.815686 0.247059,0.0 0.0 0.0
Palette - Harvey,Palette-Harvey,Gradient,Swatch-Torus,0,1,0,0,0,0.121569 0.25098 0.215686,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.6 0.94902 0.784314,0.0 0.0 0.0
Palette - Hazel,Palette-Hazel,Gradient,Swatch-Torus,0,1,0,0,0,0.466667 0.631373 0.827451,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.47451 0.796078 0.792157,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.901961 0.517647 0.682353,0.0 0.0 0.0
Palette - Hersheys,Palette-Hersheys,Gradient,Swatch-Torus,0,1,0,0,0,0.117647 0.0745098 0.0470588,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.603922 0.517647 0.470588,0.0 0.0 0.0
Palette - Honey Dew,Palette-HoneyDew,Gradient,Swatch-Torus,0,1,0,0,0,0.262745 0.776471 0.67451,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.972549 1.0 0.682353,0.0 0.0 0.0
Palette - Horizon,Palette-Horizon,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.223529 0.45098,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.898039 0.898039 0.745098,0.0 0.0 0.0
Palette - Html,Palette-Html,Gradient,Swatch-Torus,0,1,0,0,0,0.894118 0.301961 0.14902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.945098 0.396078 0.160784,0.0 0.0 0.0
Palette - Hydrogen,Palette-Hydrogen,Gradient,Swatch-Torus,0,1,0,0,0,0.4 0.490196 0.713726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.509804 0.784314,0.0 0.0 0.0
Palette - Hyper Blue,Palette-HyperBlue,Gradient,Swatch-Torus,0,1,0,0,0,0.34902 0.803922 0.913725,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0392157 0.164706 0.533333,0.0 0.0 0.0
Palette - IIIT Delhi,Palette-IIITDelhi,Gradient,Swatch-Torus,0,1,0,0,0,0.501961 0.501961 0.501961,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.247059 0.678431 0.658824,0.0 0.0 0.0
Palette - Ibiza Sunset,Palette-IbizaSunset,Gradient,Swatch-Torus,0,1,0,0,0,0.933333 0.0352941 0.47451,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.415686 0.0,0.0 0.0 0.0
Palette - Ibtesam,Palette-Ibtesam,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.960784 0.627451,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.85098 0.960784,0.0 0.0 0.0
Palette - Inbox,Palette-Inbox,Gradient,Swatch-Torus,0,1,0,0,0,0.270588 0.498039 0.792157,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.337255 0.568627 0.784314,0.0 0.0 0.0
Palette - Influenza,Palette-Influenza,Gradient,Swatch-Torus,0,1,0,0,0,0.752941 0.282353 0.282353,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.282353 0.0 0.282353,0.0 0.0 0.0
Palette - Instagram,Palette-Instagram,Gradient,Swatch-Torus,0,1,0,0,0,0.513726 0.227451 0.705882,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.992157 0.113725 0.113725,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.988235 0.690196 0.270588,0.0 0.0 0.0
Palette - Intuitive Purple,Palette-IntuitivePurple,Gradient,Swatch-Torus,0,1,0,0,0,0.854902 0.133333 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.592157 0.2 0.933333,0.0 0.0 0.0
Palette - JShine,Palette-JShine,Gradient,Swatch-Torus,0,1,0,0,0,0.0705882 0.760784 0.913725,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.768627 0.443137 0.929412,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.964706 0.309804 0.34902,0.0 0.0 0.0
Palette - Jaipur,Palette-Jaipur,Gradient,Swatch-Torus,0,1,0,0,0,0.858824 0.901961 0.964706,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.772549 0.47451 0.427451,0.0 0.0 0.0
Palette - Jodhpur,Palette-Jodhpur,Gradient,Swatch-Torus,0,1,0,0,0,0.611765 0.92549 0.984314,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.396078 0.780392 0.968627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.321569 0.831373,0.0 0.0 0.0
Palette - Jonquil,Palette-Jonquil,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.933333 0.933333,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.866667 0.937255 0.733333,0.0 0.0 0.0
Palette - Joomla,Palette-Joomla,Gradient,Swatch-Torus,0,1,0,0,0,0.117647 0.235294 0.447059,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.164706 0.321569 0.596078,0.0 0.0 0.0
Palette - Juicy Orange,Palette-JuicyOrange,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.501961 0.0313726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.784314 0.215686,0.0 0.0 0.0
Palette - Jupiter,Palette-Jupiter,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.847059 0.607843,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0980392 0.329412 0.482353,0.0 0.0 0.0
Palette - Kashmir,Palette-Kashmir,Gradient,Swatch-Torus,0,1,0,0,0,0.380392 0.262745 0.521569,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.317647 0.388235 0.584314,0.0 0.0 0.0
Palette - Kimoby Is The New Blue,Palette-KimobyIsTheNewBlue,Gradient,Swatch-Torus,0,1,0,0,0,0.223529 0.415686 0.988235,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.160784 0.282353 1.0,0.0 0.0 0.0
Palette - King Yna,Palette-KingYna,Gradient,Swatch-Torus,0,1,0,0,0,0.101961 0.164706 0.423529,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.698039 0.121569 0.121569,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.992157 0.733333 0.176471,0.0 0.0 0.0
Palette - Koko Caramel,Palette-KokoCaramel,Gradient,Swatch-Torus,0,1,0,0,0,0.819608 0.568627 0.235294,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.819608 0.580392,0.0 0.0 0.0
Palette - Kye Meh,Palette-KyeMeh,Gradient,Swatch-Torus,0,1,0,0,0,0.513726 0.376471 0.764706,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.180392 0.74902 0.568627,0.0 0.0 0.0
Palette - Kyoo Pal,Palette-KyooPal,Gradient,Swatch-Torus,0,1,0,0,0,0.866667 0.243137 0.329412,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.419608 0.898039 0.521569,0.0 0.0 0.0
Palette - Kyoo Tah,Palette-KyooTah,Gradient,Swatch-Torus,0,1,0,0,0,0.329412 0.290196 0.490196,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.831373 0.321569,0.0 0.0 0.0
Palette - Kyoto,Palette-Kyoto,Gradient,Swatch-Torus,0,1,0,0,0,0.760784 0.0823529 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.772549 0.0,0.0 0.0 0.0
Palette - Lawrencium,Palette-Lawrencium,Gradient,Swatch-Torus,0,1,0,0,0,0.0588235 0.0470588 0.160784,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.188235 0.168627 0.388235,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.141176 0.141176 0.243137,0.0 0.0 0.0
Palette - Learning and Leading,Palette-LearningandLeading,Gradient,Swatch-Torus,0,1,0,0,0,0.968627 0.592157 0.117647,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.823529 0.0,0.0 0.0 0.0
Palette - Lemon Lime,Palette-LemonLime,Gradient,Swatch-Torus,0,1,0,0,0,0.494118 0.776471 0.737255,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.921569 0.905882 0.0901961,0.0 0.0 0.0
Palette - Lemon Twist,Palette-LemonTwist,Gradient,Swatch-Torus,0,1,0,0,0,0.235294 0.647059 0.360784,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.709804 0.67451 0.286275,0.0 0.0 0.0
Palette - Lensod,Palette-Lensod,Gradient,Swatch-Torus,0,1,0,0,0,0.376471 0.145098 0.960784,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.333333 0.333333,0.0 0.0 0.0
Palette - Light Orange,Palette-LightOrange,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.717647 0.368627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.929412 0.560784 0.0117647,0.0 0.0 0.0
Palette - Limeade,Palette-Limeade,Gradient,Swatch-Torus,0,1,0,0,0,0.631373 1.0 0.807843,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.980392 1.0 0.819608,0.0 0.0 0.0
